place_id,name,phone,website,rating,review_count,address,coordinates,reviews_preview
ChIJF5qC5cv-0YURf5JgeuJK9bo,Distribuidora Hasselt,+52 55 5542 6452,https://business.google.com/b/112755163518492666722/dashboard/l/03274496499633060789/getstarted?hl=es&service=plus,4,22,"AlternaRam, República de El Salvador 178-Local 8, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico","19.4285295,-99.1280548","They have a good variety of products, but the prices are not affordable, and the quality of the product is disappointing. | Very good service | Pleasant experience"
ChIJYcTzL0n50YURAkfpnqVfmB4,Market Emilio Carranza,,,4.4,10036,"Jardineros, Morelos, Venustiano Carranza, 15270 Ciudad de México, CDMX, Mexico","19.4424149,-99.1185665","Excellent market with a wide variety of fish and plants for both marine and freshwater aquariums. Excellent selection of equipment and accessories for a complete and functional aquarium. Affordable prices and many options to choose from. | The sellers are  moody, there's times I'm really interested in a specific species or accessory and it's like they don't care, a take it or leave it attitude.   If you can get over that,  there's wonderful things inside and around,  you can find filters, heaters, decor, beautiful fish, tanks, substrate, driffwood, different aquatic plants. However if you want aquatic plants I believe it's Mondays where there's an older couple who come to the market in a white pickup full of all kindz of aquatic plants to sell, even the people inside  buy from the couple because they have players price, it seems the couple grow the plants in their home and sell them outside the market right on the corner you can't miss them they are near a  front entrance.  The biggest plus is that in the market towards the end there's a guy which makes the tanks. Big tanks at a cheap price, I got on different occasions two 55 gallon tanks for about $550 pesos each, which is crazy cheap and I haven't had any problems with either. Anyways the prices of the tanks are alot cheaper than the ones outside or around the area even cheaper than other places I've been to. Take a trip and check it out. | Great place to get everything you need for your fish primarily but almost any pet"
ChIJyTuHcwX50YURdsWz-2HOgJo,Fish Market & Pets With Parking,+52 55 1867 0214,,4.3,7411,"La, Av. Ing. Alfredo Robles Domínguez s/n, Guadalupe Insurgentes, Gustavo A. Madero, 07720 Ciudad de México, CDMX, Mexico","19.471267299999997,-99.13583039999999","Excellent and nice market, very organized and clean.  Wide variety of stores specializing in fish, pets and accessories for aquariums.  Pleasent treatment.  I recommend this market. | Amazing place! Very cheap and the sellers can teach and provide you all the needed things for your pets. Thanks. | Fish are not well taken care of and are not healthy.  have many accessories with good price."
ChIJp--e8M__0YUR84TaiDbCjNo,Drupa pet Estetica camina y venta de alimento para perros,+52 55 5709 3315,,4.3,19,"Calle de Mesones, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06080 Ciudad de México, CDMX, Mexico","19.4284985,-99.1363025","The guy at the counter is friendly, though not very interested in selling. Otherwise, there's a very good selection of quality products, and the best part is that they're open every day. | Good service from the young man who works there and good prices on some of the medicine products for dogs and cats. | The guy is very friendly and the prices are very affordable, especially for bags of croquettes; around here everything is over 1,000 and he sells them for 840 :3 the one from Nupec ✨✨✨"
ChIJs6ZiQP_50YURDDBMchl_2rA,LA CASA DE LAS MASCOTAS!!,+52 55 3659 7020,,5,133,"Nte. 72 3525, La Joya, Gustavo A. Madero, 07890 Ciudad de México, CDMX, Mexico","19.4560399,-99.11053229999999","I left my dog here for 1 week while I had to go to Veracruz. Pau took great care of Paquito. He seemed happy in the videos, and he is an anxious dog. I liked that he could cuddle with her and her family on the sofa and bed. Plus, there were lots of other doggos for him to play with. Highly recommend. Plus, they were patient with my Spanish and not knowing the exact date I’d be back. | LOVE LOVE LOVE them! They took such good care of my baby, he was so comfortable and happy. I felt at ease.| Son tan increíbles y cuidaron muy bien a mi bebé. Muchas gracias ♥️ | I would recommend this place if you're needing a dog sitter. She is very nice and worked with me on an early hour drop off. She even sent me pics throughout the day without me having to ask. Will be using her service next time I'm in need."
ChIJawzIcp350YURK5xaXi24_sw,Mascotas carmen,+52 55 7661 2855,,,0,"C. del Carmen 74, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06020 Ciudad de México, CDMX, Mexico","19.439388599999997,-99.12923669999999",
ChIJVx2fHRH50YURmxGZpzbpi8Q,Plaza Mascotas,,,4.4,24,"Av. P.º de la Reforma, Guerrero, Cuauhtémoc, 06300 Ciudad de México, CDMX, Mexico","19.4444173,-99.1397156","Great place where you can find everything for your pet at a great price, parking nearby, central location | It has a huge assortment for pets of various species from toys to seasonal clothing | They're missing a lot of things. I was looking for muzzles for large dogs, and they only had cloth ones. It seems like all the stores have the same stuff, and many were closed."
ChIJRyjqeRr50YUR5p0bkEZHFRc,Milagritos - Tienda de Mascotas,+52 55 8317 2592,,5,3,"Av Independencia 100, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico","19.433656799999998,-99.14727339999999","A good selection of winter and grooming supplies for our pets, at very good prices. Friendly service. A must-visit."
ChIJDZ82CZf-0YURItqQfCqbuRw,Mundo Can,+52 55 2612 1718,http://www.mundocan.com.mx/,4.3,275,"20 de Noviembre 2, Magdalena Mixihuca, Venustiano Carranza, 15860 Ciudad de México, CDMX, Mexico","19.4075013,-99.1141954","Bad experience, their 120-liter panoramic fish tank leaked twice on the 6th day. I went to the same employee who sold it to me. He was evasive and disinterested, and refused to exchange or refund me because they only give a 5-day ""guarantee"" against defective seals. I insisted with another employee without success. :-( #MundoCan | Terrible service.
The three guys who served me had a look on their faces that said, ""Just leave, go away if you're not going to buy anything,"" and even after I made a purchase, they still had that look on their faces.

One guy said the wholesale bed cost $240.00 for purchases over $1000.00 pesos. The second guy, after showing me the receipt, said it cost $267.00. I told him the other guy said it was $240, and he just said no.

I'm giving it one star just to leave a review, otherwise I wouldn't have given it any at all.
I don't care if they smile at me or not when they serve me, but when each one gives you different information, or doesn't explain things at all, that really bothers me. They're there to serve you.

And I went early, at 11 am, and there weren't many customers. | Excellent service from Mr. Sergio, I would definitely shop there again."
ChIJFQ6pejH50YURCuIAaa2T1ek,Todo Para Tu Mascota,,,3,1,"Historic center of Mexico City, Centro, Cuauhtémoc, 06020 Mexico City, CDMX, Mexico","19.4394861,-99.13131969999999","A place with a wide variety of sizes, except that when I went there they were a bit short on larger sizes (8 and up)."
