place_id,name,phone,website,rating,review_count,address,coordinates,reviews_preview
ChIJg3GqavutKIQRiphxmJSywkI,Fish & Animals (MAYOREO),+52 33 1812 8606,http://www.fishanimals.com.mx/,4.6,98,"C. Fresno 1891, Del Fresno, 44900 Guadalajara, Jal., Mexico","20.6566667,-103.3688889","Good selection, friendly and attentive staff; just ask for a receipt when ordering; affordable prices | Excellent assortment, they need better service, otherwise, you find everything | Friendly staff, a wide variety of plants, a good selection of fish, quality pet food, and various pet supplies. The only problem is punctuality. Otherwise, this is an excellent wholesale store."
ChIJ8YcRHzasKIQRFUPGbI_LU8I,Petco López Mateos,+52 33 3632 7873,https://www.petco.com.mx/,4.6,5115,"Av. Adolfo López Mateos Sur 3476, La Calma, 45070 Zapopan, Jal., Mexico","20.637786,-103.41205199999999","It’s extremely pricey BUT they have all the services for traveling with pets.

Certificate for screw worm, health certificates and microchip. Currently all necessary to take dogs to the US | Great atention to detail and can assist you in tough decisions for your pet. They also have agreat inventory of toys. I was really pleased with their grooming service. Here's a picture of the day I met my cat there. | I always buy my dogs treats here. I've also tried their Petco vet for my dog's teeth cleaning and they were great, I would highly recommend this place."
ChIJAfOXUA2uKIQRvXeCR1MlAiU,Exotic Planet,+52 33 3630 5233,https://exoticplanet.com.mx/,4,422,"Francisco de Quevedo 122, Arcos Vallarta, 44130 Guadalajara, Jal., Mexico","20.6727121,-103.38150979999999",Crazy to think I can get a tiger for the same price as an African Gray...lol | Ok | Wow
ChIJCYH_bhOxKIQRiwd_MjS46bw,Mascotitlán,+52 33 2939 4595,,4.5,28,"C. Escorza 712, Moderna, 44170 Guadalajara, Jal., Mexico","20.665574100000004,-103.35838","This is the first time we've taken our Koda to their grooming service, and I'm thrilled! The results are noticeable from his paws and the shine of his fur to the touch. Plus, he comes back smelling amazing, and every time he moves, he fills the whole place with fragrance. | They always take good care of my babies. I've used their grooming and health services, and their well-being is guaranteed in both. I've had experiences where they had to sedate my pets, and that worried me a lot, until I found this vet where they've known how to manage them, especially my Husky (people who know the breed understand they're hyperactive).
I highly recommend this place without hesitation ♡
Thank you, Mascotitlan! | Buen servicio, todos muy amables y que guapa la Jennifer"
ChIJk3-UA4KxKIQRoyvWmtz1XlU,Clinica Veterinaria La 56,+52 33 3665 5396,https://www.inovet.mx/,4.3,3161,"C. Juan de Dios Robledo 420, San Juan Bosco, 44730 Guadalajara, Jal., Mexico","20.6747303,-103.31285199999999","Great service and lots of options | I will never I will never go back to that veterinarian again the veterinarians the veterinarians gave me the wrong description of my female they said that she was 65 days pregnant we did an ultrasound and they thought there was going to be a for dogs they assum they had me pay for another x-ray to be able to tell how many dogs I asked them also of the puppies heartbeat they didn't know what to tell me really bad experience | Great place, clean, friendly, and the Dr. Tend to your pets needs quickly at a reasonable price. Highly recommend"
ChIJywjBmQCvKIQRtGscM8dazCc,VETERINARIA ENTRE MASCOTAS,+52 33 3825 5540,https://www.facebook.com/VeterinariaEntreMascotasGDL/,4.7,238,"C. Manuel López Cotilla 1244-B, Col Americana, Americana, 44160 Guadalajara, Jal., Mexico","20.673962,-103.36465","Doctors Carlos and Ana have saved our little doggy twice now. We are so grateful for their care. They have the best team of professionals there. We are from the US and speak very little Spanish and even with our language barrier, I still can’t imagine a better place to take my little dog for the absolute best treatment available. I trust them completely. | Prompt professional service. 3 parking spots directly out front. Our Consult for our budgie was 400pesos.  Explanations were done with precision and care. Spanish was spoken. | I couldn't imagine a better Vet! Both Ana and José are very competent and loving with your pet. They take time to examine the animal all-embracing and to explain necessary treatments to you."
ChIJpaNaOQyyKIQRXDe1mfYVj7k,Hospital Veterinario Vet*E.R. 24/7,+52 33 3810 4496,,3.7,71,"C. 10 1763, Ferrocarril, 44440 Guadalajara, Jal., Mexico","20.6467666,-103.3510913","Excellent service, good treatment of the animals and accurate diagnosis. The surgery was very good. I saw comments about the high prices, but for me they aren't. The costs increase a bit at night, so keep that in mind, but even so, the animals are worth it for the good results. | From the first animal I brought him (a little dog with dreadlocks), I realized what a wonderful person Dr. Edgar is. He has always been empathetic to the suffering of owners and pets and provides clear information about diagnoses. He is honest because if something falls outside his area of ​​expertise, he refers the patient to a specialist and doesn't play around with their health. Thanks to him and his team of veterinarians, my pets have always received proper treatment. Not to mention the times I've bothered him outside of his office hours to ask for help. If it's within his power, he always helps. Thank you so much. | In short:

Terrible service, the doctors' feedback was awful, especially when shifts changed. They made us spend money on tests supposedly for follow-up, only to then not follow through. It's just a waste of time, money, and most importantly, my dog's health.

Recommendation:

The staff should be more dedicated, committed, and conscientious, as we entrust our pets' well-being to them.

This place is not recommended due to the facilities and the staff."
ChIJWX1JdNCzKIQRbH3B54Myfp4,"Nanopetmascotas, todo para tu mascota",+52 33 1455 8880,https://nanopetmascotas.com/,,0,"Río Poo 615, Quinta Velarde, 44430 Guadalajara, Jal., Mexico","20.659512199999998,-103.3359392",
ChIJSwsY8QCuKIQRbNbTv4EG-6Y,Clínica Veterinaria San Francisco,+52 33 3810 3098,"https://wa.me/523332447988?text=%C2%A1Hola,%20Hospital%20Veterinario%20SF!%0AMe%20gustar%C3%ADa%20m%C3%A1s%20informaci%C3%B3n.",4.4,509,"Calle Argentina 690, Moderna, 44190 Guadalajara, Jal., Mexico","20.666673,-103.3621058","After visiting several veterinary hospitals with some biased diagnostics by money, here is always my second and more accurate opinion, so that is what we decided to always is possible bring out pets here. | I called ahead of time because my dog has an eye issue that recently started. They gave me all the information I needed on the phone and when I got to the hospital they received me immediately and took me step by step explaining everything the why of it all with each test being done. Definitely recommend as they genuinely show they care for the well being of our companions | Is a great place to take your pet. They are professional and take good care of our furry friends."
ChIJ0WKoitqxKIQRCfPJPbJWqR0,Petco Circunvalación,+52 33 3160 1094,http://www.petco.com.mx/,4.5,1280,"Av. Cvln. División del Nte. 415, Colinas de La Normal, 44270 Guadalajara, Jal., Mexico","20.699295,-103.337088","They have the best selection of cat products in this area. Their prices are fair on imported brands and their employees are fantastic! | Love it!! 5 stars all around. Grooming and spa is fully recommended. | Love how vet Ana treats my guinnea pigs, super professionals and always have the correct solution.
10 out of 10"
