place_id,name,phone,website,rating,review_count,address,coordinates,reviews_preview
ChIJze-GbD7_0YURiuX2Pdtt6kc,ELIM Seguridad privada,+52 55 5264 7711,http://www.elim.com.mx/,4.5,675,"Campeche 102, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico","19.410075799999998,-99.16328440000001","Fatal | I want to express my sincere gratitude to Gabriela Toro for her invaluable support throughout my hiring process. Her willingness and commitment were fundamental to ensuring everything went as smoothly as possible. I appreciate her professionalism, patience, and dedication in helping me every step of the way. Her assistance not only facilitated the process but also gave me peace of mind and confidence. I am very happy to have had her support and hope to work with her again in the future.

Thank you so much for everything. | Hello everyone. My experience with Gabriela Toro was fantastic. She's an excellent professional with a true passion for her work, and she provided outstanding service, explaining every detail of my contract. Best regards."
ChIJAQAc92b50YURVoBPfaqFyvE,Pentagrama Seguridad Privada,+52 55 5869 7545,http://empresasdeseguridadprivada.com.mx/,3.7,3,"Nte. 70 5114, Belisario Domínguez, Gustavo A. Madero, 07869 Ciudad de México, CDMX, Mexico","19.462038,-99.10939",The staff were very friendly and served me very quickly.
ChIJa-y09O350YUROvf2aSas0-8,Seguridad Privada San Sebastian,+52 56 4393 9770,https://sansebastianseguridad.mx/,5,13,"11320, Anzures, Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico","19.4391073,-99.17778679999999","I had the opportunity to visit the company's facilities and the experience was very positive. The place seems well-organized, with attentive and professional staff. There's an atmosphere of seriousness and commitment at work, which instills confidence. A company that demonstrates seriousness in the area of ​​security. | Excellent private security service. From the first contact, they demonstrated professionalism and personalized attention to our needs. The staff is punctual, respectful, and highly trained, which gives us confidence and peace of mind at our facilities. Furthermore, communication with the company has been clear and consistent, with them always attentive to every detail. Without a doubt, a serious company committed to the security of its clients. Highly recommended. | Excellent service. They respond quickly and the price is very good 🙏🏻"
ChIJvxxM-fv70YURsWaZ5GOnBxQ,Seguridad Privada ÁMBITOS MEDIA,,https://www.facebook.com/Seguridad-Privada-Ambitos-Media-Sa-De-Cv-2229002240745439/,5,302,"Ote. 159 3303, Salvador Díaz Mirón, Gustavo A. Madero, 07400 Ciudad de México, CDMX, Mexico","19.4897897,-99.1003025","Excellent company, 100% recommended. Very attentive in providing service. | Excellent service, 💯 recommended!!! | Excellent service, 100% recommended"
ChIJzwFbHxP50YURSyXYMiD0izI,Losmor Seguridad Privada S.A. de C.V.,+52 55 5759 1600,http://www.losmor.com.mx/,3.8,204,"entrada por, Calzada de Guadalupe, entrada por, Schumann 192, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX, Mexico","19.4658764,-99.12505809999999","Next | From everything I read, tomorrow I was going to make a request, I already had an appointment, I was disappointed, it must be a lot of need and risk going in there. | A responsible company, excellent facilities, and very friendly staff. They treat you cordially from the moment you arrive. Overall, it was a very good experience; they are professional and attentive."
ChIJJcjpg7D-0YURaV07NLW09jA,Procter Seguridad Privada,+52 55 5764 7251,,5,1,"Sur 107 1112, Aeronáutica Militar, Venustiano Carranza, 15970 Ciudad de México, CDMX, Mexico","19.4229511,-99.1154978",Success
ChIJyziXJeL_0YURgi6smTc1VYw,Grupo Facto Seguridad Privada,+52 55 4188 8378,https://www.grupofacto.mx/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8967149735698440854,4.3,170,"Aragón 67, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, Mexico","19.4002093,-99.13811749999999","The service and attention are excellent, 😉 I've rarely experienced this, thank you | Excellent service and very friendly. Great job! 👏 | La, atención fue muy agradable son comprensivos los felicito x que son muy buenas personas"
ChIJJ1581JX-0YURrT7VCkmZh3M,Grip Seguridad Privada,+52 55 1390 5469,http://www.grip.mx/,3.6,428,"Río Frío 143, Magdalena Mixihuca, Venustiano Carranza, 15860 Ciudad de México, CDMX, Mexico","19.407777799999998,-99.1183368","Very professional. | Ok | How Google Maps sucks, I didn't visit that place, I went to buy food across the street, I didn't even walk on the sidewalk of that place, every time I go to buy food it tells me I went there, how long will the GPS of this app be so inaccurate?"
ChIJV1Vh2kr_0YURSf30hEOyV8s,NOR-SEG Private Security Services,+52 55 5525 6317,http://www.nor-seg.net/,4.2,197,"Río Nazas 136, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","19.4307581,-99.1700334","Super | This is a very good company. | I went to the CAS to renew my VISA:

To start with, the guard outside asked me for $500 pesos to get me through. They're in cahoots with the kids outside.

Inside, the guards (and the one outside who asks for a kickback too) treat you with the slightest bit of respect. It's as if they grew up with an inferiority complex, and once they're there, they're showing off their power.

I will definitely never hire this company. It's a shame about their people."
ChIJVxba0nglhacR82C0LsZ5Idk,SEGURIDAD PRIVADA AYIN,,,4,2,"Pl. Buenavista 2-Interior 601, Buenavista, Cuauhtémoc, 06350 Ciudad de México, CDMX, Mexico","19.4403631,-99.153142",
