place_id,name,phone,website,rating,review_count,address,coordinates,reviews_preview
ChIJCX4nzNevKIQR194SL6YuVOg,DETEK-TA SEGURIDAD PRIVADA,+52 33 4756 2733,,5,5,"Av. José María Morelos 2095, Arcos Vallarta, 44130 Guadalajara, Jal., Mexico","20.6753753,-103.378428","Excellent, very good"
ChIJn29Z30SvKIQRQzLSyW3qmeA,OCCISEG SEGURIDAD PRIVADA,+52 33 1150 3806,https://www.occiseg.com.mx/,5,15,"Manuel M. Dieguez 390-INT 1, Santa Teresita, 44600 Guadalajara, Jal., Mexico","20.6830601,-103.3706661","I had a TERRIBLE experience with another security agency. They had a severe lack of internal processes and oversight. When I hired OCCISEG, I explained my problem to them, and they understood perfectly. So far, they've taken great care to address the ""traumas"" I suffered from the previous company. They're always very attentive, respond immediately, and follow up with the client is very punctual. | I recommend it, an excellent private security company and all the staff that works there. | Very efficient private security company, excellent customer service and attention."
ChIJZw2kHwCvKIQRgbCBuAa_wV4,GIF Seguridad Privada,,,5,1,"Av Enrique Díaz de León Sur 140, Col Americana, Americana, 44160 Guadalajara, Jal., Mexico","20.6741618,-103.3595653",
ChIJcR2b5v6xKIQR5lUae_aifHI,B-Force Seguridad Privada,+52 33 3613 7211,,5,1,"Calz. del Federalismo Sur 533, Mexicaltzingo, 44180 Guadalajara, Jal., Mexico","20.6684953,-103.3546976",
ChIJn6Qr1gOuKIQR0Z_B1soEpCg,IPS SEGURIDAD PRIVADA,+52 33 3810 4589,,3.4,20,"C. Nuño de Guzmán 434, Col Americana, Americana, 44160 Guadalajara, Jal., Mexico","20.670480299999998,-103.36236749999999","TERRIBLE SERVICE, POORLY TRAINED, INCOMPETENT, BUT THEY FEEL LIKE THE OWNER OF THE PLACE, TODAY THE LADY WHO IS IN THE BANCOMER PUERTA DE HIERRO BUILDING DENIED ME ACCESS TO DELIVER A LETTER TO THE LAWYER, DEMANDING AN APPOINTMENT THAT WAS NOT NECESSARY, SINCE SHE LET ABOUT 10 PEOPLE IN TO DO THE SAME PROCEDURE AND DUE TO HER BALLS SHE WOULDN'T LET ME IN AND HAD ME WAITING FOR MORE THAN 40 MINUTES | On Saturday I was walking along Gobernador, running, the traffic light was green and I started to cross when one of their officers started to move forward, blocking the entire pedestrian crossing. I tried to report it, but the company didn't care about the bad behavior of their officers. | Good afternoon, would it be too much to ask you to update your phone number? The current one is no longer in service. Thank you very much for your attention!"
ChIJgf3e62GvKIQRGmNJ_zK4xzk,Control Seguridad Privada Integral,+52 33 3803 6231,http://www.seguridadcontrol.com.mx/,4,22,"Libertad 1920, Col Americana, Americana, 44150 Guadalajara, Jal., Mexico","20.673339,-103.36669099999999","I called to report abuse of authority and poor performance of one of their agents at the airport and they never got back to me with any feedback at all. | Good afternoon, is there another phone number I can use to contact you? The one you have isn't working. | They are committed to their police officers. Dedicated to the duty of the officer on duty. And proud to remain in control."
ChIJwV3XpT-yKIQRJZ3dbQYSu1s,GIF SEGURIDAD PRIVADA S.A DE C.V.,+52 33 3650 5175,http://www.gifseguridad.com.mx/,3.2,13,"Calz. Jesús González Gallo 1724, Atlas, 44870 Guadalajara, Jal., Mexico","20.6468836,-103.3333906","A Walmart employee at Galerías made lewd comments and stared at my girlfriend. Terrible service; they're supposed to be ""security"" personnel, but no, they're just low-class, sleazy, and vulgar. | Terrible Service and to quote me, ""I'll see you tomorrow because the person in charge of the quotes is not there, nor did they ask me for the information. I do not recommend it | Bad service. You call them to ask about shipping and they don't even bother to answer."
ChIJJ-D_kGQvyWwRRsy5kffdDbU,CORPORATIVO SOLSEPA SEGURIDAD PRIVADA,+52 33 1562 6604,,,0,"Av España 1403, Moderna, 44190 Guadalajara, Jal., Mexico","20.661593699999997,-103.3595532",
ChIJrXaE9v6xKIQR8q7q533Z1Iw,SEGURIDAD INDUSTRIAL AMERICAS,,,5,2,"C. José Guadalupe Montenegro 1341, Americana, 44160 Guadalajara, Jal., Mexico","20.6690114,-103.3556358","Excellent product range, competitive prices, and highly personalized attention to your company's needs."
ChIJY2-WRd6tKIQRTQUJHn5v6AE,SIPRA SEGURIDAD PRIVADA,+52 33 2263 6474,https://www.seguridadprivadasipra.com/,5,5,"Mezquite 1531, Del Fresno, 44900 Guadalajara, Jal., Mexico","20.6544241,-103.3697845",
